DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P6290;P6290S1;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;MES;FT;DPTO;fex_c_2011
4642276;1;3;1;50;13; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;319,778564399943
4642277;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;529,843657892547
4642277;1;2;1;50;13; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;529,843657892547
4642278;1;1;1;50;13; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;560,981487724688
4642278;1;2;1;50;13; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;560,981487724688
4642278;1;3;1;50;13; ; ;3;4; ;1; ; ; ; ; ; ; ; ; ; ; ;06;1;13;560,981487724688
4642278;1;4;1;50;13; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;560,981487724688
4642280;1;1;1;50;13; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;361,145570391358
4642281;1;1;1;50;13; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;403,806170398751
4642281;1;2;1;50;13; ; ;2;6;PENSIONADO;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;403,806170398751
4642282;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;437,8463004224
4642283;1;1;1;50;13; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;532,989476118536
4642283;1;2;1;50;13; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;532,989476118536
4642284;1;1;1;50;13; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;462,368042864347
4642284;1;2;1;50;13; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;462,368042864347
4642284;1;3;1;50;13; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;462,368042864347
4642284;1;4;1;50;13;3; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;06;1;13;462,368042864347
4642285;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;446,020214569715
4642285;1;2;1;50;13; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;446,020214569715
4642286;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;550,719753663175
4642286;1;2;1;50;13; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;550,719753663175
4642286;2;1;2;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;550,719753663175
4642286;2;2;2;50;13; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;550,719753663175
4642286;2;5;2;50;13; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;550,719753663175
4642286;3;1;3;50;13; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;550,719753663175
4642287;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;405,500276091971
4642287;1;2;1;50;13; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;405,500276091971
4642287;1;3;1;50;13; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;405,500276091971
4642288;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;468,341891935362
4642289;1;1;1;50;13; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;369,961722857852
4642289;1;2;1;50;13; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;369,961722857852
4642289;1;3;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;369,961722857852
4642289;1;4;1;50;13; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;369,961722857852
4642290;1;1;1;50;13; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;361,787808710536
4642290;1;2;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;361,787808710536
4642290;1;3;1;50;13; ; ;1;6;VAGO;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;361,787808710536
4642291;1;1;1;50;13; ; ;1;6;PENSIONADA;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;361,145570391358
4642292;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;446,020214569715
4642292;1;2;1;50;13; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;446,020214569715
4642293;1;1;1;50;13; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;453,989966041055
4642293;1;2;1;50;13; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;453,989966041055
4642293;1;3;1;50;13; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;453,989966041055
4642293;1;4;1;50;13; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;453,989966041055
4642294;1;1;1;50;13; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;230,083988894023
4642294;1;2;1;50;13; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;230,083988894023
4642294;1;3;1;50;13; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;230,083988894023
4642294;1;4;1;50;13; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;230,083988894023
4642295;1;1;1;50;13;2; ;1;4; ;2;2;2;1; ; ; ; ; ; ; ;1;06;1;13;460,810216107225
4642295;1;2;1;50;13; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;460,810216107225
4642296;1;1;1;50;13; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;369,319484538673
4642296;1;2;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;369,319484538673
4642297;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;617,343295113984
4642297;1;2;1;50;13; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;617,343295113984
4642298;1;1;1;50;13; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;361,592126227786
4642298;1;2;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;361,592126227786
4642299;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;511,198174425506
4642299;1;2;1;50;13; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;511,198174425506
4642299;1;3;1;50;13; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;511,198174425506
4642300;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;547,657755273374
4642300;1;2;1;50;13; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;547,657755273374
4642300;1;3;1;50;13; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;547,657755273374
4642300;1;4;1;50;13; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;547,657755273374
4642300;1;5;1;50;13; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;547,657755273374
4642301;1;1;1;50;13; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;511,62169351528
4642301;1;2;1;50;13; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;511,62169351528
4642301;1;3;1;50;13; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;511,62169351528
4642301;1;4;1;50;13; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;511,62169351528
4642302;1;1;1;50;13; ; ;1;6;PENSIONADO;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;447,290801173161
4642302;1;2;1;50;13; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;447,290801173161
4642303;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;468,341891935362
4642304;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;532,989476118536
4642304;1;2;1;50;13; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;532,989476118536
4642305;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;511,62169351528
4642305;1;2;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;511,62169351528
4642305;1;3;1;50;13; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;511,62169351528
4642305;1;4;1;50;13; ; ;1;6;VAGO;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;511,62169351528
4642306;1;1;1;50;13; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;438,269819512175
4642306;1;2;1;50;13; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;438,269819512175
4642308;1;1;1;50;13; ; ;1;6;PENSIONADO;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;439,418683732948
4642308;1;2;1;50;13; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;439,418683732948
4642308;1;3;1;50;13; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;439,418683732948
4642308;1;4;1;50;13; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;439,418683732948
4642308;1;5;1;50;13; ; ;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;439,418683732948
4642309;1;1;1;50;13; ; ;1;6;PENSIONADO;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;453,142927861505
4642309;1;2;1;50;13; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;453,142927861505
4642310;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;475,780601215569
4642310;1;2;1;50;13; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;475,780601215569
4642310;1;3;1;50;13; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;475,780601215569
4642310;1;4;1;50;13; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;475,780601215569
4642310;1;5;1;50;13; ; ;5;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;475,780601215569
4642311;1;1;1;50;13; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;430,821250495858
4642311;1;2;1;50;13; ; ;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;430,821250495858
4642311;1;3;1;50;13; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;430,821250495858
4642312;1;1;1;50;13; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;507,945499616675
4642312;1;2;1;50;13; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;507,945499616675
4642312;1;3;1;50;13; ; ;3;2; ;2;2;2;2;1;2; ;1;1; ;8;1;06;1;13;507,945499616675
4642312;1;4;1;50;13; ; ;4;4; ;2;2;2;2;1;6; ;2; ;2; ; ;06;1;13;507,945499616675
4642313;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;340,094479629156
4642313;1;2;1;50;13; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;340,094479629156
4642314;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;423,698537204068
4642314;1;2;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;423,698537204068
4642314;1;3;1;50;13; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;423,698537204068
4642315;1;1;1;50;13; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;453,142927861505
4642315;1;2;1;50;13; ; ;1;6;PENSIONADO;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;453,142927861505
4642316;1;1;1;50;13; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;403,806170398751
4642316;1;2;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;403,806170398751
4642317;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;338,823893025711
4642317;1;2;1;50;13; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;338,823893025711
4642321;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;362,862712831232
4642321;1;2;1;50;13; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;362,862712831232
4642322;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;473,481850503251
4642322;1;2;1;50;13; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;473,481850503251
4642322;1;3;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;473,481850503251
4642322;1;4;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;473,481850503251
4642323;1;1;1;50;13; ; ;1;6;PENSIONADA;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;361,569089481132
4642323;1;2;1;50;13; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;361,569089481132
4642324;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;521,261876748792
4642324;1;2;1;50;13; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;521,261876748792
4642324;1;3;1;50;13; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;521,261876748792
4642324;1;4;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;521,261876748792
4642324;1;5;1;50;13; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;521,261876748792
4642324;1;7;1;50;13; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;521,261876748792
4642325;1;1;1;50;13; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;442,820814488422
4642325;1;2;1;50;13; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;442,820814488422
4642325;1;3;1;50;13; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;442,820814488422
4642325;1;4;1;50;13; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;442,820814488422
4642325;1;5;1;50;13; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;442,820814488422
4642325;1;9;1;50;13; ; ;9;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;442,820814488422
4642325;1;10;1;50;13; ; ;10;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;442,820814488422
4642325;1;13;1;50;13; ; ;13;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;442,820814488422
4642327;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;351,412420609916
4642327;1;2;1;50;13; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;351,412420609916
4642327;1;3;1;50;13; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;351,412420609916
4642327;1;4;1;50;13; ; ;4;5; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;351,412420609916
4642328;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;482,479795417584
4642328;1;2;1;50;13; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;06;1;13;482,479795417584
4642328;1;3;1;50;13;1; ;3;2; ;2;2;2;1; ; ; ; ; ; ; ;1;06;1;13;482,479795417584
4642328;1;4;1;50;13; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;482,479795417584
4642329;1;1;1;50;13; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;481,754450286585
4642329;1;2;1;50;13; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;481,754450286585
4642330;1;1;1;50;13; ; ;1;6;VACACIONES;2;1; ; ; ; ; ; ; ; ; ; ;06;1;13;512,468761028951
4642330;1;2;1;50;13;2; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;06;1;13;512,468761028951
4642330;1;5;1;50;13;2; ;5;2; ;2;2;2;1; ; ; ; ; ; ; ;1;06;1;13;512,468761028951
4642332;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;454,194128717031
4642332;1;2;1;50;13; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;454,194128717031
4642332;1;3;1;50;13; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;454,194128717031
4642333;1;1;1;50;13; ; ;1;6;PENSIONADO;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;447,169078790489
4642333;1;2;1;50;13; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;447,169078790489
4642333;1;3;1;50;13; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;447,169078790489
4642333;1;4;1;50;13; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;447,169078790489
4642333;1;5;1;50;13; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;447,169078790489
4642334;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;489,504845344126
4642334;1;2;1;50;13; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;489,504845344126
4642335;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;512,468761028951
4642335;1;2;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;512,468761028951
4642335;1;3;1;50;13; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;512,468761028951
4642336;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;390,482437947436
4642336;1;2;1;50;13; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;06;1;13;390,482437947436
4642336;1;4;1;50;13; ; ;4;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;390,482437947436
4642337;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;468,984130254541
4642337;1;2;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;468,984130254541
4642337;1;3;1;50;13; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;468,984130254541
4642338;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;369,319484538673
4642338;1;2;1;50;13; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;369,319484538673
4642339;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;404,229689488526
4642339;1;2;1;50;13; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;404,229689488526
4642339;1;3;1;50;13; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;404,229689488526
4642340;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;362,015645317561
4642340;1;2;1;50;13; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;362,015645317561
4642340;1;3;1;50;13; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;362,015645317561
4642341;1;1;1;50;13; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;405,053720255543
4642341;1;2;1;50;13; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;405,053720255543
4642343;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;396,781120472209
4642343;1;2;1;50;13; ; ;1;6;PENSIONADO;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;396,781120472209
4642343;1;3;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;396,781120472209
4642343;1;4;1;50;13; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;396,781120472209
4642345;1;1;1;50;13; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;404,229689488526
4642345;1;2;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;404,229689488526
4642345;1;3;1;50;13; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;404,229689488526
4642347;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;446,020214569715
4642347;1;2;1;50;13;3; ;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;06;1;13;446,020214569715
4642349;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;511,198174425506
4642349;1;2;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;511,198174425506
4642349;1;3;1;50;13;3; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;06;1;13;511,198174425506
4642350;1;1;1;50;13; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;555,106324289691
4642350;1;2;1;50;13; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;555,106324289691
4642350;1;3;1;50;13; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;555,106324289691
4642350;1;4;1;50;13; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;555,106324289691
4642352;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;468,984130254541
4642352;1;2;1;50;13; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;468,984130254541
4642352;1;3;1;50;13; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;468,984130254541
4642353;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;576,376134281296
4642353;1;2;1;50;13; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;576,376134281296
4642353;1;3;1;50;13; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;576,376134281296
4642353;1;4;1;50;13; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;576,376134281296
4642354;1;1;1;50;13; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;296,609848854746
4642354;1;2;1;50;13; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;296,609848854746
4642355;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;446,44373365949
4642355;1;2;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;446,44373365949
4642355;1;3;1;50;13; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;446,44373365949
4642356;1;1;1;50;13; ; ;1;6;PENSIONADO;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;476,530362636105
4642356;1;2;1;50;13; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;476,530362636105
4642356;1;3;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;476,530362636105
4642356;1;4;1;50;13; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;476,530362636105
4642357;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;426,551366854173
4642357;1;2;1;50;13; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;426,551366854173
4642358;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;497,050411207174
4642358;1;2;1;50;13; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;497,050411207174
4642358;1;3;1;50;13;3; ;3;2; ;2;2;2;1; ; ; ; ; ; ; ;1;06;1;13;497,050411207174
4642358;1;4;1;50;13;3; ;3;2; ;2;2;2;1; ; ; ; ; ; ; ;1;06;1;13;497,050411207174
4642358;1;5;1;50;13; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;497,050411207174
4642359;1;1;1;50;13; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;304,783763002062
4642359;1;2;1;50;13; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;06;1;13;304,783763002062
4642359;1;4;1;50;13; ; ;4;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;304,783763002062
4642360;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;468,765411025137
4642360;1;2;1;50;13; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;468,765411025137
4642361;1;1;1;50;13; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;518,320887717295
4642361;1;2;1;50;13; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;518,320887717295
4642361;1;3;1;50;13; ; ;3;3; ;2;2;1; ; ; ; ; ; ; ; ; ;06;1;13;518,320887717295
4642362;1;1;1;50;13; ; ;1;6;PENSIONADA;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;304,783763002062
4642362;1;2;1;50;13; ; ;2;6;VACACIONES;2;1; ; ; ; ; ; ; ; ; ; ;06;1;13;304,783763002062
4642362;1;3;1;50;13; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;304,783763002062
4642363;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;519,372088572821
4642363;1;2;1;50;13; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;519,372088572821
4642363;1;3;1;50;13; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;519,372088572821
