DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;MES;DPTO;fex_c_2011
4640042;1;2;1;70;17;4;48;2; ;2;18;2; ;9;2;1; ; ; ; ;1; ; ; ; ; ; ;2; ;1500000;3; ;32;32;40;1;1;4010;06;17;175,65927168609
4640051;1;5;1;70;17;4;48;1; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;800000;781242;2; ;93;93;45;1;1;4552;06;17;203,804549208027
4640080;1;3;1;70;17;48;48;1; ;2;48;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;03;03;85;1;2;8511;06;17;114,362876155587
4640091;1;3;1;70;17;18;48;1; ;2;24;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;33;50;55;1;2;5522;06;17;188,754890631335
4640095;1;1;1;70;17;16;48;1; ;2;16;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;97;95;45;1;2;4521;06;17;218,017927105024
4640096;1;1;1;70;17;8;48;1; ;2;8;1; ;7;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;95;95;45;1;1;4521;06;17;144,757781581251
4640096;1;4;1;70;17;4;48;1; ;2;52;1; ;2;2;1; ; ; ; ; ; ; ; ;1;ESTUDIAR; ;1;60000;781242;2; ;38;57;93;1;1;9302;06;17;144,757781581251
4640106;1;1;1;70;17;8;48;1; ;2;12;1; ;8;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;58;58;55;1;1;5511;06;17;200,631232373776
4640111;1;1;1;70;17;4;48;1; ;2;4;1; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;1;781242;781242;1;1;13;77;15;1;1;1581;06;17;181,282203996106
4640113;1;2;1;70;17;50;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1000000; ; ;19; ; ;1;2; ;06;17;109,522767795171
4640114;1;2;1;70;17;4;48;1; ;2;104;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;55;38;64;1;1;6421;06;17;153,01329216608
4640120;1;1;1;70;17;5;48;1; ;2;4;1; ;5;2;8; ; ; ; ; ; ; ; ; ; ;1;1;500000;800000;2; ;45;55;93;1;1;9302;06;17;171,32574800485
4640159;1;2;1;70;23;42;40;3; ;2;42;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;54;53;55;1;2;5521;06;23;194,476892081504
4640165;1;3;1;70;23;15;48;1; ;2;24;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;32;32;29;1;2;2929;06;23;178,258886700959
4640189;1;2;1;70;54;4;48;1; ;2;24;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;55;54;95;1;1;9500;06;54;481,947612592697
4640196;1;6;1;70;54;3;50;4; ;2;3;4; ;1;2;1; ; ; ; ; ; ; ;1; ; ; ;1;400000;400000;2; ;79;79;18;1;1;1810;06;54;501,079878920567
4640201;1;1;1;70;54;12;48;1; ;2;52;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;33;99;93;1;1;9309;06;54;405,535932268831
4640203;1;5;1;70;54;20;50;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;800000; ; ;32; ; ;1;2; ;06;54;525,444382058781
4640209;1;1;1;70;54;1;50;4; ;2;1;4; ;1;2;4; ; ; ; ; ; ; ;1; ; ; ;1;600000;600000;2; ;61;61;01;1;1;0140;06;54;457,261290705168
4640297;1;2;1;70;68;10;48;1; ;2;10;1; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;77;55;1;1;5521;06;68;687,085332708086
4640301;1;2;1;70;68;2;48;1; ;2;2;1; ;3;2;8; ; ; ; ; ; ; ; ; ; ;1;1;98;781200;2; ;53;13;80;1;1;8011;06;68;489,907647784811
4640306;1;4;1;70;68;4;48;1; ;2;12;6; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;39;97;51;1;1;5139;06;68;408,320411224687
4640315;1;4;1;70;68;5;48;1; ;2;5;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;39;80;19;1;1;1929;06;68;603,797919691693
4640315;1;6;1;70;68;4;48;1; ;2;8;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;87;33;65;1;1;6599;06;68;603,797919691693
4640323;1;2;1;70;68;24;48;4; ;2;24;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781200;2; ;37;37;64;1;2;6412;06;68;482,240259352876
4640326;1;2;1;70;68;60;24;1; ;2;60;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;33;45;52;1;2;5211;06;68;462,910094035853
4640336;1;2;1;70;76;156;48;1; ;2;156;1; ;8;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;97;97;52;1;2;5211;06;76;1054,6606072473
4640338;1;1;1;70;76;258;48;1; ;2;4;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;1;120000;781242;2; ;45;57;93;1;2;9302;06;76;1076,05811679917
4640344;1;1;1;70;76;52;48;3; ;2;260;4; ;1;2;1; ; ; ; ; ; ; ; ;1;RECIBE PENSION POR SUSTITUCION; ;2; ;781242;2; ;54;54;74;1;2;7493;06;76;996,787807182615
4640350;1;7;1;70;76;18;44;1; ;2;20;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;03;39;40;1;2;4010;06;76;685,343326337521
4640357;1;2;1;70;76;16;48;1; ;2;52;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;97;97;36;1;2;3611;06;76;1271,70806080085
4640378;1;1;1;70;76;5;48;1; ;2;5;1; ;2;2;6; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;95;95;45;1;1;4552;06;76;1164,28241984108
4640480;1;1;1;70;05;12;24;1; ;2;99;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;58;54;95;1;1;9500;06;05;997,043362094958
4640481;1;3;1;70;05;24;48;1; ;2;48;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;200000;781242;2; ;93;93;45;1;2;4552;06;05;879,620850233882
4640483;1;1;1;70;05;4;40;3; ;2;468;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;54;54;95;1;1;9500;06;05;921,98059627681
4640483;1;2;1;70;05;4;48;1; ;2;4;1; ;4;2;1; ; ; ; ;1; ; ; ; ; ; ;1;800000;781242;2; ;45;45;52;1;1;5233;06;05;921,98059627681
4640485;1;1;1;70;05;8;48;1; ;2;8;1; ;7;2;4; ; ; ; ; ; ; ; ; ; ;1;1;900000;781300;2; ;45;32;91;1;1;9191;06;05;1096,44459386891
4640485;1;2;1;70;05;12;48;1; ;2;12;1; ;3;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;781300;2; ;13;54;85;1;1;8532;06;05;1096,44459386891
4640485;1;3;1;70;05;4;48;1; ;2;4;1; ;3;2;8; ; ; ; ; ; ; ; ; ; ;1;1;1000000;1100000;2; ;87;87;28;1;1;2811;06;05;1096,44459386891
4640491;1;1;1;70;05;52;48;1; ;2;36;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;42;30;64;1;2;6425;06;05;1075,92420673572
4640494;1;1;1;70;05;3;48;4; ;2;3;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;1;400000;1000000;2; ;12;12;74;1;1;7411;06;05;1253,43247737243
4640499;1;1;1;70;05;4;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;79; ; ;1;1; ;06;05;1264,49642254249
4640513;1;1;1;70;05;24;48;1; ;2;52;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;93;93;45;1;2;4552;06;05;1253,43247737243
4640523;1;2;1;70;08;2;48;1; ;2;3;1; ;9;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;1800000;2; ;12;44;65;1;1;6512;06;08;669,297231601967
4640550;1;3;1;70;13;8;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;980000; ; ;87; ; ;1;1; ;06;13;660,623096693902
4640617;1;2;1;70;17;25;48;1; ;2;24;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;840000;2; ;56;56;90;1;2;9000;06;17;297,224414586965
4640621;1;1;1;70;17;4;50;8; ;2;4;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;600000;700000;2; ;62;62;01;1;1;0111;06;17;188,222670597937
4640622;1;1;1;70;17;4;50;1; ;2;4;1; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;1;800000;800000;2; ;95;95;45;1;1;4521;06;17;272,475844651866
4640624;1;3;1;70;17;4;48;1; ;2;4;1; ;4;2;4; ; ; ; ; ; ; ; ; ; ;1;1;820000;781242;2; ;97;95;45;1;1;4552;06;17;181,563165749022
4640625;1;1;1;70;17;8;48;1; ;2;8;1; ;5;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;95;95;45;1;1;4552;06;17;118,726103309261
4640625;1;2;1;70;17;4;48;3; ;2;20;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;54;54;95;1;1;9500;06;17;118,726103309261
4640625;1;8;1;70;17;20;50;3; ;2;20;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;54;54;95;1;2;9500;06;17;118,726103309261
4640629;1;2;1;70;17;8;48;1; ;2;8;1; ;5;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;53;95;45;1;1;4530;06;17;228,536306602111
4640630;1;1;1;70;17;4;48;1; ;2;4;1; ;5;2;8; ; ; ; ; ; ; ; ; ; ;1;1;940000;781242;2; ;95;95;45;1;1;4530;06;17;230,272759187129
4640640;1;2;1;70;17;5;48;1; ;2;8;1; ;3;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;53;55;1;1;5530;06;17;133,764753051095
4640644;1;1;1;70;17;50;50;1; ;2;4;1; ;4;2;7; ; ; ; ; ; ; ; ; ; ;1;1;600000;781242;2; ;58;80;19;1;2;1929;06;17;181,563165749022
4640644;1;2;1;70;17;12;48;1; ;2;12;1; ;6;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;55;55;80;1;1;8043;06;17;181,563165749022
4640645;1;1;1;70;17;52;48;4; ;2;26;4; ;1;2;1; ; ; ;1; ; ; ; ; ; ; ;2; ;781242;1;2;16;16;74;1;2;7494;06;17;200,631232373776
4640647;1;1;1;70;17;12;50;1; ;2;12;1; ;2;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;93;93;45;1;1;4552;06;17;188,222670597937
4640655;1;3;1;70;17;60;48;1; ;2;520;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;85;39;40;1;2;4010;06;17;168,314209023254
4640762;1;2;1;70;23;52;48;1; ;2;208;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;45;45;52;1;2;5233;06;23;147,127806589232
4640765;1;2;1;70;23;4;48;1; ;2;156;1; ;7;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;13;13;80;1;1;8043;06;23;145,666679311661
4640767;1;2;1;70;23;4;48;4; ;2;4;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;1;200000;800000;2; ;98;98;60;1;1;6031;06;23;220,102142958893
4640774;1;1;1;70;23;12;40;1; ;2;12;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;03;03;85;1;1;8511;06;23;97,7157727321749
4640937;1;3;1;70;50;12;48;1; ;2;12;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;59;59;85;1;1;8519;06;50;240,027083475806
4640959;1;2;1;70;50;20;48;4; ;2;24;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;98;98;60;1;2;6041;06;50;178,701189293056
4640964;1;1;1;70;50;16;48;1; ;2;12;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;58;54;55;1;2;5512;06;50;340,558634508415
4640966;1;2;1;70;50;8;48;1; ;2;8;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;58;53;55;1;1;5521;06;50;261,843596142608
4640968;1;1;1;70;50;12;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;900000; ; ;33; ; ;1;1; ;06;50;333,238445093944
4640974;1;2;1;70;50;2;48;1; ;2;2;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;1;1400000;1000000;1;1;41;38;74;1;1;7414;06;50;237,933279695827
4640986;1;1;1;70;50;40;48;5; ;2;40;5; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;95;95;45;1;2;4521;06;50;293,020664390762
4640986;1;3;1;70;50;24;48;1; ;2;30;1; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;98;95;45;1;2;4521;06;50;293,020664390762
4640988;1;1;1;70;50;52;48;1; ;2;52;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;2500000;2; ;19;41;52;1;2;5239;06;50;258,413915918495
4640995;1;3;1;70;50;104;48;1; ;2;13;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;55;54;95;1;2;9500;06;50;345,979467269052
4640997;1;1;1;70;50;40;48;1; ;2;500;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;32;32;75;1;2;7512;06;50;193,027164512619
4640999;1;3;1;70;50;12;48;1; ;2;20;1; ;3;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;03;53;55;1;1;5530;06;50;181,186618870634
4641002;1;1;1;70;50;52;48;1; ;2;52;1; ;2;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;33;33;74;1;2;7412;06;50;282,49207251701
4641009;1;1;1;70;50;18;48;1; ;2;18;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;45;45;52;1;2;5211;06;50;260,899345496073
4641022;1;2;1;70;52;8;48;1; ;2;8;1; ;9;2;5; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;45;52;1;1;5211;06;52;173,924296299262
4641022;1;3;1;70;52;3;48;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;800000;781242;2; ;61;61;01;1;1;0140;06;52;173,924296299262
4641024;1;2;1;70;52;26;40;1; ;2;84;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;45;45;52;1;2;5233;06;52;265,857908925367
4641024;1;3;1;70;52;17;48;1; ;2;40;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;53;53;55;1;2;5511;06;52;265,857908925367
4641033;1;3;1;70;52;52;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1000000; ; ;02; ; ;1;2; ;06;52;292,287763943395
4641037;1;4;1;70;52;2;44;1; ;2;12;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;77;77;15;1;1;1551;06;52;326,479100652671
4641051;1;1;1;70;52;4;40;1; ;2;4;1; ;9;2;5; ; ; ; ;1; ; ; ; ; ; ;1;800000;800000;2; ;84;84;15;1;1;1541;06;52;223,355749204886
4641055;2;1;2;70;52;2;48;1; ;2;2;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;05;45;52;1;1;5223;06;52;240,158765254957
4641056;1;4;1;70;52;20;40;4; ;2;20;4; ;9;2;1; ; ; ; ;1; ; ; ; ; ; ;2; ;2500000;2; ;32;32;75;1;2;7512;06;52;315,885903106236
4641057;1;3;1;70;52;24;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;600000; ; ;13; ; ;1;2; ;06;52;213,739042182979
4641062;1;1;1;70;52;104;48;1; ;2;4;4; ;1;2;7; ; ; ; ; ; ; ; ; ; ;1;1;400000;1000000;2; ;98;84;50;1;2;5040;06;52;259,314286855699
4641069;1;1;1;70;52;4;48;1; ;2;4;1; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;1;900000;900000;1;1;98;98;45;1;1;4530;06;52;286,664354768954
4641094;1;3;1;70;52;104;48;1; ;2;16;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;782000;2; ;45;39;52;1;2;5244;06;52;213,739042182979
4641094;1;4;1;70;52;52;48;1; ;2;52;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;33;45;52;1;2;5244;06;52;213,739042182979
4641115;1;2;1;70;54;16;48;1; ;2;53;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;33;53;55;1;2;5529;06;54;291,692886276618
4641119;1;1;1;70;54;3;50;1; ;2;3;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;1;800000;800000;2; ;21;21;19;1;1;1922;06;54;422,560853647086
4641128;1;4;1;70;54;12;60;1; ;2;12;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;58;58;75;1;1;7522;06;54;344,067656851201
4641211;1;1;1;70;66;6;40;1; ;2;20;1; ;6;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;97;32;45;1;1;4549;06;66;434,15193301147
4641213;1;2;1;70;66;24;40;1; ;2;24;4; ;1;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;1500000;1;1;19;19;51;1;2;5131;06;66;345,829603920863
4641221;1;1;1;70;66;4;48;4; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;50000;781242;2; ;87;87;45;1;1;4541;06;66;255,650292996138
4641234;1;2;1;70;66;24;48;1; ;2;24;1; ;7;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;97;97;05;1;2;0501;06;66;541,910823488702
4641252;1;2;1;70;66;70;48;1; ;2;432;4; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;13;80;1;2;8041;06;66;396,521886474647
4641264;1;1;1;70;66;52;40;1; ;2;104;4; ;1;2;1; ; ; ; ; ; ; ; ;1;DE PENSION DE SOBREVIVENCIA; ;2; ;500000;2; ;55;55;74;1;2;7493;06;66;285,627267423316
4641267;1;1;1;70;66;52;60;1; ;2;52;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;98;98;60;1;2;6042;06;66;341,578298221112
4641271;1;2;1;70;66;1;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781500; ; ;38; ; ;1;1; ;06;66;331,207827170884
4641292;1;1;1;70;66;10;48;1; ;2;10;1; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;38;38;64;1;1;6421;06;66;351,257049271135
4641311;1;2;1;70;68;24;48;1; ;2;52;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781200;2; ;53;53;55;1;2;5521;06;68;607,518429262049
4641321;1;3;1;70;68;48;48;1; ;2;48;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;850000;2; ;32;33;74;1;2;7499;06;68;497,909356668159
4641327;2;3;2;70;68;12;48;1; ;2;12;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;37;37;52;1;1;5231;06;68;446,930024449079
4641337;2;1;2;70;68;4;48;1; ;2;4;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;900000;900000;2; ;44;44;65;1;1;6512;06;68;249,533516988076
4641346;1;3;1;70;68;12;48;1; ;2;52;1; ;5;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781200;2; ;39;59;52;1;1;5239;06;68;484,468787167171
4641376;1;1;1;70;73;52;50;1; ;2;72;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;3; ;58;58;75;1;2;7522;06;73;333,956887359269
4641377;1;2;1;70;73;8;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;800000; ; ;03; ; ;1;1; ;06;73;228,699264303963
4641380;1;2;1;70;73;5;48;1; ;2;5;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;59;21;93;1;1;9302;06;73;342,66242664147
4641384;1;4;1;70;73;1;40;1; ;2;50;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;33;79;18;1;1;1810;06;73;237,587687826361
4641390;1;3;1;70;73;4;36;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;98; ; ;45; ; ;1;1; ;06;73;452,703318198768
4641391;1;3;1;70;73;1;20;1; ;2;36;6; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;45;38;64;1;1;6422;06;73;184,660548327201
4641393;1;4;1;70;73;3;40;4; ;2;12;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;03;03;72;1;1;7250;06;73;251,517224014405
4641395;1;2;1;70;73;48;24;1; ;2;48;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;33;33;15;1;2;1551;06;73;311,662802682882
4641401;1;1;1;70;73;52;48;1; ;2;53;1; ;5;2;2; ; ;1; ; ; ; ; ; ; ; ;2; ;2000000;1;4;45;13;80;1;2;8060;06;73;239,562069574993
4641401;1;4;1;70;73;20;48;1; ;2;6;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;32;32;52;1;2;5243;06;73;239,562069574993
4641416;1;3;1;70;73;4;48;1; ;2;16;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;79;79;18;1;1;1810;06;73;225,752191368681
4641417;1;2;1;70;73;4;60;4; ;2;4;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;1;350000;960000;2; ;16;16;92;1;1;9214;06;73;253,749646455031
4641418;1;3;1;70;73;24;24;4; ;2;24;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;56;56;93;1;2;9301;06;73;254,05072177521
4641421;1;3;1;70;73;12;48;1; ;2;12;1; ;9;2;1; ; ; ; ;1; ; ; ; ; ; ;2; ;781200;2; ;45;45;18;1;1;1810;06;73;261,09415889707
4641428;1;3;1;70;73;20;48;2; ;2;6;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1900000;2; ;06;06;01;1;2;0123;06;73;207,993732380973
4641436;1;2;1;70;73;32;54;1; ;2;32;4; ;6;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;2800000;2; ;02;02;45;1;2;4530;06;73;235,714758718242
4641448;1;2;1;70;73;8;40;4; ;2;8;4; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;4000000;2; ;12;12;80;1;1;8050;06;73;212,208287647533
4641452;1;3;1;70;73;16;40;1; ;2;78;1; ;2;2;6; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;11;11;74;1;2;7412;06;73;225,31126643649
4641455;1;5;1;70;73;4;48;1; ;2;4;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;1;1000000;1000000;2; ;45;45;50;1;1;5040;06;73;245,320535921912
4641457;1;5;1;70;73;24;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781200; ; ;59; ; ;1;2; ;06;73;180,437202226814
4641460;1;2;1;70;76;12;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;39; ; ;1;1; ;06;76;1085,1150892366
4641460;2;1;2;70;76;4;48;4; ;2;12;1; ;4;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;55;99;55;1;1;5521;06;76;1085,1150892366
4641462;1;3;1;70;76;2;35;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;420000; ; ;53; ; ;1;1; ;06;76;1082,55527958374
4641467;1;2;1;70;76;4;48;1; ;2;23;1; ;6;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;53;55;1;1;5521;06;76;1150,74007965966
4641468;1;6;1;70;76;16;48;1; ;2;24;1; ;2;2;3; ; ; ; ; ; ; ; ; ; ;1;1;1000000;2000000;1;2;11;11;51;1;2;5131;06;76;959,277389393062
4641469;1;2;1;70;76;26;48;1; ;2;26;1; ;6;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;3000000;2; ;02;02;45;1;2;4521;06;76;1250,41081858106
4641472;1;1;1;70;76;8;48;1; ;2;156;4; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;33;34;75;1;1;7512;06;76;1410,53838220975
4641489;1;1;1;70;76;3;40;4; ;2;3;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;700000;1000000;2; ;13;13;80;1;1;8060;06;76;1223,65724188336
4641490;1;2;1;70;76;36;48;1; ;2;144;1; ;6;2;2; ; ; ;1; ; ; ; ; ; ; ;2; ;1500000;1;4;99;99;50;1;2;5020;06;76;1032,49537730567
4641502;1;2;1;70;76;60;48;1; ;2;60;1; ;8;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;1300000;1;1;11;11;51;1;2;5153;06;76;1032,49537730567
4641511;1;1;1;70;76;104;48;1; ;2;104;2; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;39;39;85;1;2;8512;06;76;1296,08316314329
4641669;1;3;1;70;05;4;30;1; ;2;24;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;30000;600000;2; ;45;97;18;1;1;1810;06;05;1381,68309465678
4641671;1;2;1;70;05;2;24;1; ;2;16;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;53;39;74;1;1;7492;06;05;1095,6707880909
4641674;1;5;1;70;05;52;48;1; ;2;24;1; ;6;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;16;16;80;1;2;8060;06;05;832,809612243996
4641675;1;1;1;70;05;4;48;1; ;2;12;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781249;2; ;45;53;55;1;1;5529;06;05;1096,99789850582
4641678;1;2;1;70;05;8;48;1; ;2;16;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;39;39;51;1;1;5127;06;05;1081,06242096619
4641686;1;2;1;70;05;104;48;1; ;2;104;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781300;2; ;90;90;25;1;2;2529;06;05;834,617818363733
