DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;MES;RAMA4D_D;DPTO;fex_c_2011;AREA
4638874;1;2;1;70;1;3;48;1; ;2;7;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;53;53;55;1;1;06;5521;54;446,956480004675;54
4638883;1;1;1;70;1;1;48;4; ;2;3;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;600000;781242;2; ;98;80;19;1;1;06;1929;54;464,833905158791;54
4638886;2;2;2;70;1;4;48;1; ;2;8;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;39;39;74;1;1;06;7491;54;667,248257674305;54
4638888;1;3;1;70;1;3;50;4; ;2;4;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;450000;780000;2; ;97;58;75;1;1;06;7524;54;318,396930506219;54
4638890;1;1;1;70;1;3;50;1; ;2;3;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;850000;800000;2; ;95;95;45;1;1;06;4521;54;479,701130103953;54
4638891;1;2;1;70;1;20;48;4; ;2;2;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;1;400000;780000;2; ;98;97;63;1;2;06;6310;54;445,632070061357;54
4638901;1;1;1;70;1;3;40;4; ;2;6;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;61;61;01;1;1;06;0140;54;457,261290705168;54
4638905;1;1;1;70;1;3;50;1; ;2;4;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;760000;760000;2; ;97;97;45;1;1;06;4521;54;479,770698873517;54
4638911;1;7;1;70;1;4;48;4; ;2;5;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;33;58;75;1;1;06;7524;54;555,417416348018;54
4638912;1;1;1;70;1;24;48;1; ;2;25;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;02;02;80;1;2;06;8043;54;531,817876059169;54
4638912;1;2;1;70;1;20;48;1; ;2;50;1; ;3;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;45;52;1;2;06;5234;54;531,817876059169;54
4638913;1;2;1;70;1;24;48;1; ;2;28;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;58;33;40;1;2;06;4010;54;481,921921576189;54
4638927;1;2;1;70;1;8;24;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;400000; ; ;03; ; ;1;1;06; ;54;481,947612592697;54
4638934;1;3;1;70;1;8;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;600000; ; ;45; ; ;1;1;06; ;54;420,825753425525;54
4638939;1;4;1;70;1;8;48;1; ;2;20;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;45;52;1;1;06;5233;54;650,987054016261;54
4638939;1;6;1;70;1;8;48;1; ;2;8;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;45;52;1;1;06;5233;54;650,987054016261;54
4638939;2;1;2;70;1;12;48;1; ;2;16;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;97;74;1;1;06;7495;54;650,987054016261;54
4638952;1;2;1;70;1;10;24;1; ;2;99;1; ;8;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;03;39;52;1;1;06;5235;63;129,880503093539;63
4638965;1;3;1;70;1;8;48;1; ;2;8;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;32;32;52;1;1;06;5241;66;290,375962043162;66
4638970;1;3;1;70;1;4;40;1; ;2;23;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;37;45;52;1;1;06;5235;66;302,928453673537;66
4638974;1;2;1;70;1;8;48;1; ;2;8;1; ;9;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;98;98;52;1;1;06;5211;66;300,759097797461;66
4638975;1;3;1;70;1;12;48;1; ;2;12;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;85;97;15;1;1;06;1530;66;268,202784626513;66
4638984;1;2;1;70;1;32;48;1; ;2;32;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;2300000;2; ;02;70;25;1;2;06;2511;66;295,331652447188;66
4638991;1;4;1;70;1;52;48;4; ;2;52;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;55;55;74;1;2;06;7493;66;304,951093349397;66
4639008;1;1;1;70;1;16;48;1; ;2;16;1; ;9;1;1; ; ; ; ; ; ; ; ; ; ;1;2; ;3000000;1;1;07;07;85;1;2;06;8511;66;324,954914889969;66
4639022;1;3;1;70;1;12;48;1; ;2;12;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;95;95;45;1;1;06;4521;68;603,716957426131;68
4639027;1;5;1;70;1;12;48;1; ;2;12;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;45;45;52;1;1;06;5234;68;468,986661907561;68
4639029;1;8;1;70;1;8;48;8; ;2;8;1; ;2;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;850000;2; ;61;95;45;1;1;06;4552;68;598,9247782639;68
4639040;1;4;1;70;1;2;48;1; ;2;2;1; ;4;2;4; ; ; ; ; ; ; ; ; ; ;1;1;420000;781242;2; ;33;53;55;1;1;06;5521;68;484,468787167171;68
4639041;1;3;1;70;1;20;48;1; ;2;20;4; ;6;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;02;02;45;1;2;06;4530;68;445,190434753917;68
4639051;1;3;1;70;1;100;48;1; ;2;100;1; ;6;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;39;39;45;1;2;06;4530;68;498,080151529856;68
4639055;1;1;1;70;1;8;48;1; ;2;8;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;07;07;85;1;1;06;8512;68;559,749445849659;68
4639058;1;2;1;70;1;9;48;1; ;2;12;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;33;33;52;1;1;06;5211;68;512,787543813838;68
4639061;1;1;1;70;1;2;48;1; ;2;24;4; ;7;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;5000000;2; ;02;02;45;1;1;06;4530;68;454,349820945259;68
4639063;1;2;1;70;1;8;48;1; ;2;8;1; ;6;2;1; ; ; ; ;1; ; ; ; ; ; ;2; ;850000;2; ;45;59;92;1;1;06;9249;68;474,743665782637;68
4639066;1;2;1;70;1;22;48;1; ;2;52;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781200;2; ;37;21;50;1;2;06;5020;68;460,354416756091;68
4639090;1;2;1;70;1;16;48;1; ;2;16;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;45;17;93;1;2;06;9309;68;420,004426757652;68
4639090;1;4;1;70;1;18;48;1; ;2;18;2; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;21;39;85;1;2;06;8511;68;420,004426757652;68
4639126;1;5;1;70;1;20;40;1; ;2;20;1; ;2;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;781200;2; ;45;45;52;1;2;06;5231;68;488,920765338515;68
4639134;1;3;1;70;1;48;48;1; ;2;4;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;45;52;1;2;06;5211;70;126,23629386876;70
4639145;1;2;1;70;1;4;48;1; ;2;48;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;45;52;1;1;06;5261;70;129,879164200938;70
4639145;1;4;1;70;1;3;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;45; ; ;1;1;06; ;70;129,879164200938;70
4639148;1;2;1;70;1;20;40;1; ;2;24;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;13;45;52;1;2;06;5237;70;131,208373696894;70
4639161;1;5;1;70;1;12;24;1; ;2;21;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;45;54;95;1;1;06;9500;70;130,809233675592;70
4639161;1;9;1;70;1;12;17;3; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;30000;300000;2; ;54;55;74;1;1;06;7493;70;130,809233675592;70
4639169;1;2;1;70;1;6;48;2; ;2;48;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;2500000;2; ;12;12;85;1;1;06;8511;70;102,041789581383;70
4639173;1;3;1;70;1;52;48;1; ;2;52;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;39;59;95;1;2;06;9500;70;139,467472023005;70
4639196;1;1;1;70;1;20;48;3; ;2;48;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;54;54;95;1;2;06;9500;70;125,595371085179;70
4639219;1;5;1;70;1;1;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;800000; ; ;45; ; ;1;1;06; ;70;86,354633184866;70
4639224;1;2;1;70;1;3;48;1; ;2;4;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;200000;781242;2; ;45;45;52;1;1;06;5219;70;117,32641939156;70
4639225;1;1;1;70;1;48;48;1; ;2;76;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;55;54;95;1;2;06;9500;70;83,3560906213567;70
4639228;1;3;1;70;1;39;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;800000; ; ;39; ; ;1;2;06; ;70;111,857213181449;70
4639229;1;1;1;70;1;84;48;1; ;2;84;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;53;53;85;1;2;06;8532;70;143,556510757793;70
4639229;1;3;1;70;1;40;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;33; ; ;1;2;06; ;70;143,556510757793;70
4639232;1;12;1;70;1;2;46;1; ;2;75;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;53;53;55;1;1;06;5529;70;126,993861113183;70
4639264;1;2;1;70;1;5;48;1; ;2;103;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;45;45;52;1;1;06;5231;70;153,99034911192;70
4639264;1;4;1;70;1;3;48;1; ;2;24;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;58;98;60;1;1;06;6031;70;153,99034911192;70
4639267;1;2;1;70;1;2;48;1; ;2;16;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;55;55;85;1;1;06;8512;70;56,9236463620996;70
4639267;1;3;1;70;1;42;48;1; ;2;42;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;19;45;52;1;2;06;5261;70;56,9236463620996;70
4639277;1;2;1;70;1;5;35;1; ;2;5;3; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;750000;2; ;45;54;95;1;1;06;9500;70;92,7123740293635;70
4639278;1;8;1;70;1;3;40;1; ;2;24;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;13;13;80;1;1;06;8041;70;117,328516793553;70
4639281;1;1;1;70;1;4;40;3; ;2;84;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;54;45;52;1;1;06;5262;70;121,642891031784;70
4639281;1;3;1;70;1;4;30;3; ;2;5;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;350000;2; ;54;54;95;1;1;06;9500;70;121,642891031784;70
4639283;1;2;1;70;1;16;42;1; ;2;52;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781000;2; ;45;50;55;1;2;06;5511;70;125,722625208657;70
4639287;1;2;1;70;1;6;44;1; ;2;16;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;780000;2; ;85;45;55;1;1;06;5529;70;76,9916608662421;70
4639305;1;2;1;70;1;12;48;1; ;2;144;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;59;32;85;1;1;06;8512;73;348,272252542549;73
4639322;1;2;1;70;1;4;48;1; ;2;4;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;1;781242;781242;2; ;45;62;01;1;1;06;0112;73;221,269998186867;73
4639323;1;3;1;70;1;12;48;1; ;2;12;1; ;4;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;37;33;65;1;1;06;6599;73;336,473489626278;73
4639328;1;3;1;70;1;16;48;1; ;2;16;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;1;300000;750000;2; ;58;58;74;1;2;06;7492;73;412,019162684554;73
4639335;1;5;1;70;1;8;48;1; ;2;8;1; ;9;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;39;39;26;1;1;06;2694;73;447,662205533121;73
4639345;1;1;1;70;1;8;48;4; ;2;156;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;41;41;52;1;1;06;5225;73;235,714758718242;73
4639345;1;2;1;70;1;3;90;1; ;2;3;1; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;1;1200000;1200000;1;1;98;98;01;1;1;06;0123;73;235,714758718242;73
4639367;1;2;1;70;1;20;48;1; ;2;20;2; ;9;2;3; ; ;1; ; ; ; ; ; ; ; ;2; ;2500000;1;1;12;12;75;1;2;06;7523;73;439,60033940981;73
4639370;1;2;1;70;1;3;48;1; ;2;3;4; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;1;1800000;1500000;2; ;19;19;75;1;1;06;7513;73;167,066585522603;73
4639374;1;2;1;70;1;1;48;1; ;2;16;1; ;6;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;45;45;24;1;1;06;2424;73;242,628800492007;73
4639382;1;3;1;70;1;12;48;1; ;2;12;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;39;39;66;1;1;06;6601;73;248,817737507199;73
4639383;1;3;1;70;1;4;48;1; ;2;15;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;740000;2; ;39;39;75;1;1;06;7523;73;221,269998186867;73
4639421;1;1;1;70;1;52;48;1; ;2;8;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;12;12;74;1;2;06;7411;73;261,73783205596;73
4639422;1;2;1;70;1;7;48;1; ;2;72;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;33;33;15;1;1;06;1511;73;273,840966428894;73
4639427;1;2;1;70;1;4;48;1; ;2;32;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;95;95;45;1;1;06;4521;73;248,817737507199;73
4639446;1;1;1;70;1;30;48;1; ;2;108;3; ;2;1;8; ; ;1; ; ; ; ; ; ; ; ;2; ;800000;1;1;32;54;95;1;2;06;9500;76;1111,76568692222;76
4639446;1;2;1;70;1;24;48;1; ;2;5;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;1;840000;800000;2; ;95;98;60;1;2;06;6031;76;1111,76568692222;76
4639455;1;3;1;70;1;60;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1000000; ; ;05; ; ;1;2;06; ;76;981,119740025559;76
4639458;1;3;1;70;1;50;30;1; ;2;10;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;38;59;55;1;2;06;5521;76;1232,22026167703;76
4639464;1;2;1;70;1;9;48;4; ;2;10;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;79;21;18;1;1;06;1810;76;1239,07835080045;76
4639466;1;4;1;70;1;105;50;1; ;2;120;1; ;9;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;13;58;51;1;2;06;5132;76;826,654061162135;76
4639467;1;2;1;70;1;5;40;1; ;2;4;1; ;5;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;53;99;50;1;1;06;5020;76;2279,84203653086;76
4639480;1;1;1;70;1;1;40;4; ;2;98;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;60000;600000;2; ;53;54;95;1;1;06;9500;76;1237,57632882285;76
4639491;1;4;1;70;1;16;48;1; ;2;16;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;55;55;85;1;2;06;8512;76;710,007978630609;76
4639491;1;6;1;70;1;16;48;4; ;2;16;3; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;56;59;95;1;2;06;9500;76;710,007978630609;76
4639494;1;5;1;70;1;2;16;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;53; ; ;1;1;06; ;76;1226,74356666183;76
4639498;1;1;1;70;1;21;60;3; ;2;34;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;54;71;13;1;2;06;1320;76;1427,87020567871;76
4639507;1;3;1;70;1;50;50;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;280000; ; ;37; ; ;1;2;06; ;76;1402,10704945754;76
4639507;1;5;1;70;1;4;48;4; ;2;5;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;350000;800000;2; ;85;85;45;1;1;06;4542;76;1402,10704945754;76
4639514;1;5;1;70;1;20;48;1; ;2;22;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;53;53;55;1;2;06;5521;76;977,586469264766;76
4639520;1;1;1;70;1;8;48;1; ;2;105;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;98;98;52;1;1;06;5241;76;1175,62858838848;76
4639531;1;3;1;70;1;160;48;1; ;2;160;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;59;33;52;1;2;06;5211;76;954,366163327867;76
4639533;1;1;1;70;1;12;48;3; ;2;12;3; ;3;2;1; ; ; ; ; ; ; ; ;1;RECIBE DINERO DE RENTAS; ;2; ;781242;2; ;59;59;95;1;1;06;9500;76;1018,95303712425;76
4639540;1;1;1;70;1;17;48;1; ;2;17;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;97;45;15;1;2;06;1551;76;1271,70806080085;76
4639541;1;4;1;70;1;6;40;1; ;2;6;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;3000000;2; ;45;45;51;1;1;06;5127;76;1166,30520396847;76
4639934;1;3;1;70;1;8;48;1; ;2;8;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781300;2; ;37;95;45;1;1;06;4559;05;982,081229614849;05
4639936;1;6;1;70;1;16;48;1; ;2;156;1; ;8;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;79;97;15;1;2;06;1581;05;2444,27335299912;05
4639936;1;7;1;70;1;8;48;1; ;2;8;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;90;90;25;1;1;06;2511;05;2444,27335299912;05
4639946;1;1;1;70;1;4;48;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;3000000;3000000;2; ;16;03;92;1;1;06;9211;05;1231,10784411506;05
4639976;1;2;1;70;1;60;48;1; ;2;24;5; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1800000;2; ;09;51;55;1;2;06;5522;05;1163,77621899198;05
4639990;1;3;1;70;1;2;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;45; ; ;1;1;06; ;05;959,756596357476;05
4639995;1;2;1;70;1;40;48;1; ;2;40;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;33;32;52;1;2;06;5241;15;63,7067436054548;15
4640000;1;4;1;70;1;12;40;4; ;2;12;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781212;2; ;95;95;45;1;1;06;4521;15;179,527397256143;15
4640010;1;2;1;70;1;16;48;3; ;2;52;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781200;2; ;54;62;01;1;2;06;0121;15;63,7067436054548;15
4640011;1;1;1;70;1;4;40;1; ;2;4;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;1;781242;781242;2; ;95;95;45;1;1;06;4521;15;118,067652859445;15
4640021;1;1;1;70;1;48;24;1; ;2;72;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;390000;2; ;55;54;95;1;2;06;9500;15;149,520955516599;15
4640030;1;2;1;70;1;52;40;1; ;2;52;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;95;95;45;1;2;06;4521;15;117,296259381245;15
4640032;1;4;1;70;1;12;60;1; ;2;12;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;95;95;45;1;1;06;4521;15;213,380075498381;15
4640040;1;1;1;70;1;2;40;1; ;2;4;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;781242;781242;2; ;58;58;80;1;1;06;8050;15;142,448941058916;15
4640042;1;2;1;70;1;4;48;2; ;2;18;2; ;9;2;1; ; ; ; ;1; ; ; ; ; ; ;2; ;1500000;3; ;32;32;40;1;1;06;4010;17;175,65927168609;17
4640051;1;5;1;70;1;4;48;1; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;800000;781242;2; ;93;93;45;1;1;06;4552;17;203,804549208027;17
4640080;1;3;1;70;1;48;48;1; ;2;48;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;03;03;85;1;2;06;8511;17;114,362876155587;17
4640091;1;3;1;70;1;18;48;1; ;2;24;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;33;50;55;1;2;06;5522;17;188,754890631335;17
4640095;1;1;1;70;1;16;48;1; ;2;16;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;97;95;45;1;2;06;4521;17;218,017927105024;17
4640096;1;1;1;70;1;8;48;1; ;2;8;1; ;7;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;95;95;45;1;1;06;4521;17;144,757781581251;17
4640096;1;4;1;70;1;4;48;1; ;2;52;1; ;2;2;1; ; ; ; ; ; ; ; ;1;ESTUDIAR; ;1;60000;781242;2; ;38;57;93;1;1;06;9302;17;144,757781581251;17
4640106;1;1;1;70;1;8;48;1; ;2;12;1; ;8;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;58;58;55;1;1;06;5511;17;200,631232373776;17
4640111;1;1;1;70;1;4;48;1; ;2;4;1; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;1;781242;781242;1;1;13;77;15;1;1;06;1581;17;181,282203996106;17
4640113;1;2;1;70;1;50;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1000000; ; ;19; ; ;1;2;06; ;17;109,522767795171;17
4640114;1;2;1;70;1;4;48;1; ;2;104;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;55;38;64;1;1;06;6421;17;153,01329216608;17
4640120;1;1;1;70;1;5;48;1; ;2;4;1; ;5;2;8; ; ; ; ; ; ; ; ; ; ;1;1;500000;800000;2; ;45;55;93;1;1;06;9302;17;171,32574800485;17
4640138;1;2;1;70;1;192;48;1; ;2;192;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;2100000;2; ;05;05;74;1;2;06;7414;19;106,058978716374;19
4640140;1;3;1;70;1;32;48;1; ;2;336;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;19;08;75;1;2;06;7530;19;115,74568738375;19
4640159;1;2;1;70;1;42;40;3; ;2;42;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;54;53;55;1;2;06;5521;23;194,476892081504;23
4640165;1;3;1;70;1;15;48;1; ;2;24;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;32;32;29;1;2;06;2929;23;178,258886700959;23
4640172;1;2;1;70;1;4;40;4; ;2;4;2; ;9;2;1; ; ; ; ; ; ;1; ; ; ; ;2; ;2500000;2; ;08;13;80;1;1;06;8050;27;32,3143534994081;27
4640189;1;2;1;70;1;4;48;1; ;2;24;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;55;54;95;1;1;06;9500;54;481,947612592697;54
4640196;1;6;1;70;1;3;50;4; ;2;3;4; ;1;2;1; ; ; ; ; ; ; ;1; ; ; ;1;400000;400000;2; ;79;79;18;1;1;06;1810;54;501,079878920567;54
4640201;1;1;1;70;1;12;48;1; ;2;52;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;33;99;93;1;1;06;9309;54;405,535932268831;54
4640203;1;5;1;70;1;20;50;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;800000; ; ;32; ; ;1;2;06; ;54;525,444382058781;54
4640209;1;1;1;70;1;1;50;4; ;2;1;4; ;1;2;4; ; ; ; ; ; ; ;1; ; ; ;1;600000;600000;2; ;61;61;01;1;1;06;0140;54;457,261290705168;54
4640221;1;1;1;70;1;8;40;4; ;2;8;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;56;56;74;1;1;06;7493;63;124,272493521501;63
4640229;1;2;1;70;1;250;48;4; ;2;98;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;782000;2; ;41;45;52;1;2;06;5219;63;108,082799211524;63
4640237;1;1;1;70;1;24;54;1; ;2;24;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781000;2; ;58;58;70;1;2;06;7020;63;169,909579078769;63
4640239;1;2;1;70;1;24;24;3; ;2;24;3; ;1;2;6; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;55;54;95;1;2;06;9500;63;265,465024243468;63
4640248;1;2;1;70;1;20;45;1; ;2;68;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;55;39;55;1;2;06;5522;63;133,416811165287;63
4640248;1;4;1;70;1;2;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;700000; ; ;45; ; ;1;1;06; ;63;133,416811165287;63
4640252;1;3;1;70;1;52;48;1; ;2;53;2; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;781240;2; ;03;03;41;1;2;06;4100;63;159,595473635735;63
